userId,movieId,rating,timestamp
1,1,4.891906449897259,0
1,163,4.079706571571692,0
1,356,5.152184031031336,0
1,552,3.921101559937013,0
1,733,4.38275457536147,0
1,1023,4.3363265946237215,0
1,1073,5.057141054373421,0
1,1198,4.6186294802393135,0
1,1226,4.401216919291225,0
1,1298,4.881924618056251,0
1,1573,3.9837740933507546,0
1,1793,4.287173035814368,0
1,2018,4.607948701862942,0
1,2094,4.036728672902775,0
1,2161,4.3003702122907494,0
1,2366,4.304033575574034,0
1,2478,3.9586976349444267,0
1,2617,3.809735866877181,0
1,2716,4.47480205379971,0
1,2948,4.582748275554659,0
1,3052,4.054221418688385,0
1,3386,4.385801598281029,0
1,3617,3.933486825030419,0
1,4006,4.3850952295594,0
2,58559,4.001608282529797,0
2,89774,3.6724380931295,0
2,131724,3.4043556890697872,0
3,1263,3.248155409955979,0
3,2288,3.5195380896165283,0
3,5746,2.418848964234486,0
4,21,3.838443818443532,0
4,171,3.7386876783763383,0
4,296,3.2622241639500573,0
4,450,3.2334045527951267,0
4,595,3.534951205253762,0
4,902,3.9599556890662453,0
4,1025,3.790912902279848,0
4,1094,3.572048268771929,0
4,1203,4.179412275367197,0
4,1282,4.264868959477687,0
4,1580,3.039070389750521,0
4,1860,2.9599379320652264,0
4,1966,3.3933465305722126,0
4,2186,4.421473770773802,0
4,2406,3.6963811886622318,0
4,2763,3.5028191381354667,0
4,2997,3.4164476351493414,0
4,3255,3.5253977972255943,0
4,3591,2.763482363148185,0
4,4020,3.1353994248658417,0
4,4226,4.069719696707563,0
4,4741,3.973203747340979,0
5,39,3.2083311149835683,0
5,265,4.0361016899857125,0
5,364,3.9829675897861883,0
5,534,3.808889760813713,0
6,2,4.002046267408201,0
6,15,3.3796662596549716,0
6,31,3.893090046538811,0
6,54,3.1594263447722852,0
6,88,3.775224791168803,0
6,112,3.0066218292132403,0
6,153,3.698842552076691,0
6,174,3.1142729086138776,0
6,196,3.0449201987412122,0
6,217,2.9086477950456553,0
6,237,3.8186614775279972,0
6,256,3.121740460716056,0
6,273,3.420462600379337,0
6,292,3.8984500524534305,0
6,315,3.4153360667053185,0
6,337,3.594858641434705,0
6,351,3.0807636490631376,0
6,361,3.312542240628543,0
6,378,3.2194866665693866,0
6,419,2.913078255255492,0
6,455,3.013543083755186,0
6,477,3.4636715279576014,0
6,502,2.8516243936699306,0
6,531,3.545507403539076,0
6,552,3.7309637814751597,0
6,594,3.6664405715541477,0
6,637,3.474334595142893,0
6,709,3.0266221656827708,0
6,783,3.603695567377158,0
6,839,3.186581048961859,0
6,981,3.526871418607194,0
6,1064,3.2218881649714524,0
7,356,3.160411549270768,0
7,648,3.2926585458297692,0
7,1219,4.449978863090943,0
7,1784,2.8106852018997834,0
7,2671,3.0177776050658487,0
7,3578,3.8823440249228374,0
7,4306,3.694288071983765,0
7,4993,4.609465227053801,0
7,5816,3.1039183470443708,0
7,7143,3.3322625171684903,0
7,8665,3.287074936183426,0
7,8957,2.6528147930035404,0
7,31878,2.894906093210613,0
7,34319,2.4424658723055908,0
7,48783,3.273379661362593,0
8,32,4.0501353581513015,0
8,186,2.924699195281175,0
8,317,3.222335466003501,0
8,440,3.5378705880258456,0
8,592,3.372658047793714,0
9,1037,2.5238191396339964,0
